Класс,Подкласс 1,Подкласс 2,Подкласс 3,Тип (%%),Наименование,Определение,Источник,Критерии определения подклассов,Примеры,Примечания
,FB,,,,Комплексы ОКС переработки вторичного сырья,,Приказ Минстроя России от 10.07.2020 N 374/пр,По виду комплекса ОКС,,
,,FBA,,,Комплекс объектов переработки вторичного металлического сырья,,Приказ Минстроя России от 10.07.2020 N 374/пр,,,
,,FBB,,,Комплекс объектов переработки вторичного неметаллического сырья,,Приказ Минстроя России от 10.07.2020 N 374/пр,,,
,FC,,,,"Комплексы ОКС сбора, обработки и утилизации опасных отходов",,Приказ Минстроя России от 10.07.2020 N 374/пр,По виду комплекса ОКС,,
,,FCA,,,Комплекс объектов переработки радиоактивных отходов,,Приказ Минстроя России от 10.07.2020 N 374/пр,,,
,,FCB,,,Комплекс объектов хранения отходов атомных электрических станций и опасных отходов,,Приказ Минстроя России от 10.07.2020 N 374/пр,,,
G,,,,,"Комплексы ОКС городской среды, охраны природы",,Приказ Минстроя России от 10.07.2020 N 374/пр,По виду комплекса ОКС,,
,GA,,,,Комплексы ОКС для временного проживания,,Приказ Минстроя России от 10.07.2020 N 374/пр,По виду комплекса ОКС,,
,,GAA,,,Гостиничный комплекс ОКС,,Приказ Минстроя России от 10.07.2020 N 374/пр,,,
,,GAB,,,Комплекс ОКС для временного проживания иного назначения,,Приказ Минстроя России от 10.07.2020 N 374/пр,,,
,GB,,,,Комплексы ОКС бытового обслуживания,,Приказ Минстроя России от 10.07.2020 N 374/пр,По виду комплекса ОКС,,
,,GBA,,,Банный комплекс ОКС,,Приказ Минстроя России от 10.07.2020 N 374/пр,,,
,,GBB,,,Комплекс объектов похоронного назначения (кладбища),,Приказ Минстроя России от 10.07.2020 N 374/пр,,,
,,GBC,,,Комплекс объектов бытового обслуживания смешанного назначения,,Приказ Минстроя России от 10.07.2020 N 374/пр,,,
,GC,,,,Комплексы ОКС жилой застройки,,Приказ Минстроя России от 10.07.2020 N 374/пр,По виду комплекса ОКС,,
,,GCA,,,Жилой комплекс ОКС для постоянного проживания,,Приказ Минстроя России от 10.07.2020 N 374/пр,,,
,,GCB,,,Инженерная сеть населенных пунктов,,Приказ Минстроя России от 10.07.2020 N 374/пр,,,
,,GCC,,,Специализированный комплекс объектов жилого назначения,,Приказ Минстроя России от 10.07.2020 N 374/пр,,,
,GD,,,,Комплексы ОКС общественного питания,,Приказ Минстроя России от 10.07.2020 N 374/пр,По виду комплекса ОКС,,
,,GDA,,,Комплекс объектов общественного питания быстрого обслуживания и на вынос,,Приказ Минстроя России от 10.07.2020 N 374/пр,,,
,,GDB,,,Комплекс объектов общественного питания длительного посещения,,Приказ Минстроя России от 10.07.2020 N 374/пр,,,
,GE,,,,Комплексы ОКС сохранения растительного и животного мира,,Приказ Минстроя России от 10.07.2020 N 374/пр,По виду комплекса ОКС,,
,,GEA,,,Комплекс объектов сохранения животного мира,,Приказ Минстроя России от 10.07.2020 N 374/пр,,,
,,GEB,,,Комплекс объектов сохранения природы в естественном состоянии,,Приказ Минстроя России от 10.07.2020 N 374/пр,,,
,GF,,,,Почтовые комплексы ОКС,,Приказ Минстроя России от 10.07.2020 N 374/пр,По виду комплекса ОКС,,
,,GFA,,,Комплекс объектов почтовой связи,,Приказ Минстроя России от 10.07.2020 N 374/пр,,,
,,GFB,,,Комплекс объектов служб доставки и транспортно-экспедиционных услуг,,Приказ Минстроя России от 10.07.2020 N 374/пр,,,
,GG,,,,Торговые комплексы,,Приказ Минстроя России от 10.07.2020 N 374/пр,По виду комплекса ОКС,,
,,GGA,,,Специализированный торговый комплекс,,Приказ Минстроя России от 10.07.2020 N 374/пр,,,
,,GGB,,,Универсальный торговый комплекс,,Приказ Минстроя России от 10.07.2020 N 374/пр,,,
,,GGC,,,Торгово-складской комплекс,,Приказ Минстроя России от 10.07.2020 N 374/пр,,,
H,,,,,Транспортные комплексы ОКС,,Приказ Минстроя России от 10.07.2020 N 374/пр,По виду комплекса ОКС,,
,HA,,,,Комплексы ОКС автомобильного транспорта,,Приказ Минстроя России от 10.07.2020 N 374/пр,По виду комплекса ОКС,,
,,HAA,,,Автомобильная дорога в границах населённых пунктов,,Приказ Минстроя России от 10.07.2020 N 374/пр,,,
,,HAB,,,Автомобильная дорога вне населённых пунктов,,Приказ Минстроя России от 10.07.2020 N 374/пр,,,
,,HAC,,,Автостоянка,"Здание, сооружение (часть здания, сооружения) или специальная открытая площадка, предназначенная только для стоянки (хранения) автомобилей","Приказ Минстроя России от 10.07.2020 N 374/пр
СП 154.13130.2013",,,
,,HAD,,,Автотранспортное предприятие,"Предприятие, обеспечивающего перевозку грузов",Приказ Минстроя России от 10.07.2020 N 374/пр,,,Синтезированное определение
,,HAE,,,Контрольно-пропускной пункт (терминал) автомобильного транспорта,,Приказ Минстроя России от 10.07.2020 N 374/пр,,,
,,HAF,,,Комплекс объектов автозаправочный,,Приказ Минстроя России от 10.07.2020 N 374/пр,,,
,,HAG,,,Комплекс объектов обустройства автомобильных дорог,,Приказ Минстроя России от 10.07.2020 N 374/пр,,,
,,HAH,,,Пассажирский автовокзал (станция),,Приказ Минстроя России от 10.07.2020 N 374/пр,,,
,,HAJ,,,Профилакторий (станция технического обслуживания) автомобилей,,Приказ Минстроя России от 10.07.2020 N 374/пр,,,
,,HAK,,,Сооружение инженерной защиты населения и территорий,,Приказ Минстроя России от 10.07.2020 N 374/пр,,,
,HB,,,,Комплексы ОКС водного транспорта,,Приказ Минстроя России от 10.07.2020 N 374/пр,По виду комплекса ОКС,,
,,HBA,,,Гидротехническое сооружение для водного транспорта,"Сооружения, подвергающиеся воздействию водной среды, предназначенные для использования и охраны водных ресурсов, предотвращения вредного воздействия вод, в том числе загрязненных жидкими отходами. Сооружения, подвергающиеся воздействию водной среды, предназначенные для использования и охраны водных ресурсов, предотвращения вредного воздействия вод, в том числе загрязненных жидкими отходами.","Приказ Минстроя России от 10.07.2020 N 374/пр
ГОСТ Р 55260.1.4-2012",,,
,,HBB,,,Комплекс объектов государственной границы на водном транспорте,,Приказ Минстроя России от 10.07.2020 N 374/пр,,,
,,HBC,,,Объект портовый грузового назначения,,Приказ Минстроя России от 10.07.2020 N 374/пр,,,
,,HBD,,,Комплекс объектов портовый общего назначения,,Приказ Минстроя России от 10.07.2020 N 374/пр,,,
,,HBE,,,Комплекс объектов портовый пассажирского назначения,,Приказ Минстроя России от 10.07.2020 N 374/пр,,,
,,HBF,,,Причал,"Портовое гидротехническое сооружение, предназначенное для стоянки и обслуживания судов, обслуживания пассажиров, в том числе посадки их на суда и высадки их с судов, осуществления операций с грузами.","Приказ Минстроя России от 10.07.2020 N 374/пр
СП 350.1326000.2018",,,
,,HBG,,,Система обеспечения безопасности мореплавания,,Приказ Минстроя России от 10.07.2020 N 374/пр,,,
,,HBH,,,Судоремонтное предприятие,,Приказ Минстроя России от 10.07.2020 N 374/пр,,,
,,HBJ,,,"Сухопутное сооружение, судоприемник",,Приказ Минстроя России от 10.07.2020 N 374/пр,,,
,HC,,,,Комплексы ОКС воздушного транспорта,,Приказ Минстроя России от 10.07.2020 N 374/пр,По виду комплекса ОКС,,
,,HCA,,,Аэродром (пассажирский аэродром),"Территория, включающая здания, установленное инженерно-техническое оборудование и оборудование, предназначенная для посадки, взлета и маневрирования воздушных судов","Приказ Минстроя России от 10.07.2020 N 374/пр
ГОСТ Р ИСО 6707-1-2020",,,
,,HCB,,,Аэропорт (пассажирский аэропорт),"Территория, включающая аэродром и объекты для обслуживания пассажиров и обработки грузов","Приказ Минстроя России от 10.07.2020 N 374/пр
ГОСТ Р ИСО 6707-1-2020",,,
,,HCC,,,Вертодром,"Участок земли или определенный участок поверхности сооружения, предназначенный полностью или частично для взлета, посадки, руления и стоянки вертолетов. Вертодромы подразделяются на вертодромы гражданской авиации, вертодромы государственной авиации и вертодромы экспериментальной авиации","Приказ Минстроя России от 10.07.2020 N 374/пр
Воздушный кодекс Российской Федерации от 19.03.1997 N 60-ФЗ",,,
,HD,,,,Комплексы ОКС городского пассажирского транспорта,,Приказ Минстроя России от 10.07.2020 N 374/пр,По виду комплекса ОКС,,
,,HDA,,,Комплекс объектов городского электрического колесного транспорта,,Приказ Минстроя России от 10.07.2020 N 374/пр,,,
,,HDB,,,Комплекс объектов городского электрического рельсового транспорта,,Приказ Минстроя России от 10.07.2020 N 374/пр,,,
,HE,,,,Комплексы ОКС железнодорожного транспорта,,Приказ Минстроя России от 10.07.2020 N 374/пр,По виду комплекса ОКС,,
,,HEA,,,Железнодорожный путь,"Подсистема инфраструктуры железнодорожного транспорта, включающая в себя верхнее строение пути, земляное полотно, водоотводные, водопропускные, противодеформационные, защитные и укрепительные сооружения земляного полотна, расположенные в полосе отвода, а также искусственные сооружения","Приказ Минстроя России от 10.07.2020 N 374/пр
ГОСТ 34530-2019",,,
,,HEB,,,Комплекс объектов обслуживания грузовых перевозок,,Приказ Минстроя России от 10.07.2020 N 374/пр,,,
,,HEC,,,Комплекс объектов обслуживания пассажирских перевозок,,Приказ Минстроя России от 10.07.2020 N 374/пр,,,
,,HED,,,Комплекс объектов ремонта и обслуживания вагонов,,Приказ Минстроя России от 10.07.2020 N 374/пр,,,
,,HEE,,,Комплекс объектов ремонта и обслуживания локомотивов,,Приказ Минстроя России от 10.07.2020 N 374/пр,,,
,,HEF,,,Комплекс объектов ремонта и содержания путевого хозяйства,,Приказ Минстроя России от 10.07.2020 N 374/пр,,,
,,HEG,,,Комплекс объектов сигнализации и связи,,Приказ Минстроя России от 10.07.2020 N 374/пр,,,
,,HEH,,,Комплекс объектов управления железной дорогой,,Приказ Минстроя России от 10.07.2020 N 374/пр,,,
,,HEJ,,,Комплекс объектов электрификации железнодорожных линий и нетяговых потребителей,,Приказ Минстроя России от 10.07.2020 N 374/пр,,,
,HF,,,,Комплексы ОКС магистральных газопроводов,,Приказ Минстроя России от 10.07.2020 N 374/пр,По виду комплекса ОКС,,
,,HFA,,,Газопровод,"Линейное сооружение, состоящее из соединенных между собой труб, предназначенное для транспортирования газа.","Приказ Минстроя России от 10.07.2020 N 374/пр
ГОСТ Р 53865-2019",,,
,,HFB,,,"Компрессорная станция (объект приемо-сдаточной инфраструктуры, сопутствующий объект) газопроводов",,Приказ Минстроя России от 10.07.2020 N 374/пр,,,
,HG,,,,Комплексы ОКС магистральных нефтепроводов (нефтепродуктопроводов),,Приказ Минстроя России от 10.07.2020 N 374/пр,По виду комплекса ОКС,,
,,HGA,,,"Насосная станция (объект приемо-сдаточной инфраструктуры, сопутствующий объект) нефтепроводов",,Приказ Минстроя России от 10.07.2020 N 374/пр,,,
,,HGB,,,"Нефтепроводы, нефтепродуктопроводы","Сооружение из труб, соединительных деталей и арматуры для передачи на расстояние нефти","Приказ Минстроя России от 10.07.2020 N 374/пр
РД 153-39.4-113-01",,,
,HH,,,,Комплексы ОКС магистральных трубопроводов для транспортирования аммиака и других сред,,Приказ Минстроя России от 10.07.2020 N 374/пр,По виду комплекса ОКС,,
,,HHA,,,"Насосная станция (объект приемо-сдаточной инфраструктуры, сопутствующий объект) трубопроводов для транспортирования аммиака и других сред",,Приказ Минстроя России от 10.07.2020 N 374/пр,,,
,,HHB,,,Трубопроводы для транспортировки аммиака и других сред,"Сооружение, состоящее из плотно соединенных между собой труб, деталей, запорно-регулирующей аппаратуры, контрольно-измерительных приборов, средств автоматики, опор, подвесок, крепежных деталей, прокладок, материалов и деталей тепловой изоляции и противокоррозионной защиты и предназначенное для транспортирования под воздействием разницы давлений в поперечных сечениях трубы газообразных и жидких веществ, а также твердого топлива и иных твердых веществ в виде раствора","Приказ Минстроя России от 10.07.2020 N 374/пр
СТО НОСТРОЙ 2.23.85-2013",По виду комплекса ОКС,,
,HJ,,,,"Комплексы ОКС магистральных трубопроводов СУГ, СПГ, нестабильного конденсата и нестабильного бензина, нефтяного газа и других сжиженных углеводородов (ШФЛУ)",,Приказ Минстроя России от 10.07.2020 N 374/пр,По виду комплекса ОКС,,
,,HJA,,,"Насосная станция (объект приемо-сдаточной инфраструктуры, сопутствующий объект) трубопроводов СУГ, СНГ и ПР",,Приказ Минстроя России от 10.07.2020 N 374/пр,,,
,,HJB,,,"Трубопровод СУГ, СНГ и ПР",,Приказ Минстроя России от 10.07.2020 N 374/пр,,,
,HK,,,,Комплексы ОКС метрополитена,,Приказ Минстроя России от 10.07.2020 N 374/пр,По виду комплекса ОКС,,
,,HKA,,,Перегонный тоннель,,Приказ Минстроя России от 10.07.2020 N 374/пр,,,
,,HKB,,,Станция метрополитена,,Приказ Минстроя России от 10.07.2020 N 374/пр,,,
,,HKC,,,Электродепо метрополитена,,Приказ Минстроя России от 10.07.2020 N 374/пр,,,
,HL,,,,"Системы перевозок, в том числе внеуличный транспорт",,Приказ Минстроя России от 10.07.2020 N 374/пр,По виду комплекса ОКС,,
,,HLA,,,Грузовая канатная дорога,"Сооружения и устройства промышленного канатного подвесного транспорта, предназначенный для перевозки грузов от пункта погрузки к пункту выгрузки",Приказ Минстроя России от 10.07.2020 N 374/пр,,,Синтезированное определение
,,HLB,,,Пассажирская канатная дорога,,Приказ Минстроя России от 10.07.2020 N 374/пр,,,
,,HLC,,,Рельсовый транспорт,,Приказ Минстроя России от 10.07.2020 N 374/пр,,,
,HM,,,,Транспортные проходы и переходы,,Приказ Минстроя России от 10.07.2020 N 374/пр,По виду комплекса ОКС,,
,,HMA,,,Мостовое сооружение,"Дорожное инженерное сооружение, состоящее из одного или нескольких пролетных строений и опор, прокладывающее транспортный или пешеходный путь над препятствиями в виде водотоков, водоемов, каналов, горных ущелий, городских улиц, железных и автомобильных дорог, трубопроводов и коммуникаций различного назначения","Приказ Минстроя России от 10.07.2020 N 374/пр
ГОСТ Р 53627-2009",,,
,,HMB,,,Тоннель,"Протяженное подземное (подводное) инженерное сооружение, предназначенное для транспортных целей, пропуска воды и прокладки инженерных коммуникаций, являющееся основным объектом тоннельного перехода","Приказ Минстроя России от 10.07.2020 N 374/пр
СП 122.13330.2012",,,
J,,,,,Комплексы ОКС хранения,,,По виду комплекса ОКС,,"Определение предложено по результатам анализа классификаторов UniClass, OmniClass и др."
,JA,,,,Комплексы объектов хранения продукции сельского хозяйства и пищевых продуктов,,,По виду комплекса ОКС,,"Определение предложено по результатам анализа классификаторов UniClass, OmniClass и др."
,,JAA,,,Комплекс объектов хранения продукции сельского хозяйства и пищевых продуктов при температуре окружающей среды,,,,,"Определение предложено по результатам анализа классификаторов UniClass, OmniClass и др."
,,JAB,,,Комплекс объектов хранения продукции сельского хозяйства и пищевых продуктов в охлажденном виде,,,,,"Определение предложено по результатам анализа классификаторов UniClass, OmniClass и др."
,JB,,,,Объекты хранения материалов,,,По виду комплекса ОКС,,"Определение предложено по результатам анализа классификаторов UniClass, OmniClass и др."
,,JBA,,,Комплекс объектов хранения горючих жидкостей и жидкого топлива,,,,,"Определение предложено по результатам анализа классификаторов UniClass, OmniClass и др."
,,JBB,,,Комплекс объектов хранения негорючих жидкостей,,,,,"Определение предложено по результатам анализа классификаторов UniClass, OmniClass и др."
,,JBC,,,Комплекс объектов хранения твердого топлива,,,,,"Определение предложено по результатам анализа классификаторов UniClass, OmniClass и др."
,,JBD,,,Комплекс объектов хранения газов,,,,,"Определение предложено по результатам анализа классификаторов UniClass, OmniClass и др."
,,JBE,,,Комплекс объектов хранения сыпучих материалов,,,,,"Определение предложено по результатам анализа классификаторов UniClass, OmniClass и др."
,,JBF,,,Комплекс объектов хранения расфасованных и штучных материалов,,,,,"Определение предложено по результатам анализа классификаторов UniClass, OmniClass и др."
,,JBG,,,Комплекс объектов хранения взрывчатых веществ,,,,,"Определение предложено по результатам анализа классификаторов UniClass, OmniClass и др."
,,JBH,,,Комплекс объектов хранения радиоактивных веществ,,,,,"Определение предложено по результатам анализа классификаторов UniClass, OmniClass и др."
,,JBJ,,,Комплекс объектов хранения токсичных материалов,,,,,"Определение предложено по результатам анализа классификаторов UniClass, OmniClass и др."
,JC,,,,"Комплексы объектов хранения оборудования, машин, деталей машин и механизмов",,,По виду комплекса ОКС,,"Определение предложено по результатам анализа классификаторов UniClass, OmniClass и др."
,,JCA,,,Комплекс объектов хранения готовой продукции,,,,,"Определение предложено по результатам анализа классификаторов UniClass, OmniClass и др."
,,JCB,,,Комплекс объектов хранения машин,,,,,"Определение предложено по результатам анализа классификаторов UniClass, OmniClass и др."
,,JCC,,,"Комплекс объектов хранения оборудования, деталей машин и механизмов",,,,,"Определение предложено по результатам анализа классификаторов UniClass, OmniClass и др."
,,JCD,,,Товарно-складской комплекс,,,,,"Определение предложено по результатам анализа классификаторов UniClass, OmniClass и др."
,JD,,,,Комплексы объектов хранения отходов,,,По виду комплекса ОКС,,"Определение предложено по результатам анализа классификаторов UniClass, OmniClass и др."
,,JDA,,,Комплексы объектов хранения неопасных отходов,,,По виду комплекса ОКС,,"Определение предложено по результатам анализа классификаторов UniClass, OmniClass и др."
,,,JDAA,,Комплекс объектов хранения твердых коммунальных и смешанных отходов,,,,,"Определение предложено по результатам анализа классификаторов UniClass, OmniClass и др."
,,,JDAB,,Комплекс объектов хранения промышленных отходов,,,,,"Определение предложено по результатам анализа классификаторов UniClass, OmniClass и др."
,,JDB,,,Комплексы объектов хранения опасных отходов,,,По виду комплекса ОКС,,"Определение предложено по результатам анализа классификаторов UniClass, OmniClass и др."
,,,JDBA,,Комплекс объектов хранения биологических отходов,,,,,"Определение предложено по результатам анализа классификаторов UniClass, OmniClass и др."
,,,JDBB,,Комплекс объектов хранения радиоактивных отходов,,,,,"Определение предложено по результатам анализа классификаторов UniClass, OmniClass и др."
,,,JDBC,,Комплекс объектов хранения токсичных отходов,,,,,"Определение предложено по результатам анализа классификаторов UniClass, OmniClass и др."
K,,,,,Комплексы ОКС культуры и искусства,,Приказ Минстроя России от 10.07.2020 N 374/пр,По виду комплекса ОКС,,
,KA,,,,"Комплексы ОКС культуры, искусства и истории",,Приказ Минстроя России от 10.07.2020 N 374/пр,По виду комплекса ОКС,,
,,KAA,,,Библиотека (архив),,Приказ Минстроя России от 10.07.2020 N 374/пр,,,
,,KAB,,,"Историческое место (здание, памятник культуры)",,Приказ Минстроя России от 10.07.2020 N 374/пр,,,
,,KAC,,,Центр культуры и искусств,,Приказ Минстроя России от 10.07.2020 N 374/пр,,,
,,KAD,,,Концертный зал (театр),,Приказ Минстроя России от 10.07.2020 N 374/пр,,,
,,KAE,,,Музей (выставочный зал),,Приказ Минстроя России от 10.07.2020 N 374/пр,,,
,KB,,,,"Комплексы ОКС производства и издания литературных и музыкальных произведений, кино- и видеофильмов, телевизионных программ и звукозаписей",,Приказ Минстроя России от 10.07.2020 N 374/пр,По виду комплекса ОКС,,
,,KBA,,,Издательство,"Юридически оформленное хозяйственно самостоятельное учреждение, ведущее подготовку и выпуск издательской продукции.","Приказ Минстроя России от 10.07.2020 N 374/пр
ГОСТ 7.81-2001 СИБИД",,,
,,KBB,,,Студия звукозаписи и издания музыкальных произведений,,Приказ Минстроя России от 10.07.2020 N 374/пр,,,
,,KBC,,,Студия производства кинофильмов и телевизионных программ,,Приказ Минстроя России от 10.07.2020 N 374/пр,,,
,KC,,,,Комплексы ОКС религиозного и культового обеспечения,,Приказ Минстроя России от 10.07.2020 N 374/пр,По виду комплекса ОКС,,
,,KCA,,,Религиозный (культовый) комплекс объектов образовательного назначения,,Приказ Минстроя России от 10.07.2020 N 374/пр,,,
,,KCB,,,Религиозный (культовый) комплекс объектов храмовый,,Приказ Минстроя России от 10.07.2020 N 374/пр,,,
L,,,,,Комплексы ОКС информационно-коммуникационных технологий,,Приказ Минстроя России от 10.07.2020 N 374/пр,По виду комплекса ОКС,,
,LA,,,,Комплексы объектов для обработки и хранения данных,,Приказ Минстроя России от 10.07.2020 N 374/пр,По виду комплекса ОКС,,
,,LAA,,,Комплекс объектов обработки данных,,Приказ Минстроя России от 10.07.2020 N 374/пр,,,
,,LAB,,,Комплекс объектов организаций хранения данных,,Приказ Минстроя России от 10.07.2020 N 374/пр,,,
,LB,,,,Комплексы объектов связи на базе беспроводных технологий,,Приказ Минстроя России от 10.07.2020 N 374/пр,По виду комплекса ОКС,,
,,LBA,,,Радиотелецентр,,Приказ Минстроя России от 10.07.2020 N 374/пр,,,
,,LBB,,,Комплекс объектов сооружений для обеспечения связи,,Приказ Минстроя России от 10.07.2020 N 374/пр,,,
,LC,,,,Комплексы объектов связи на базе проводных технологий,,Приказ Минстроя России от 10.07.2020 N 374/пр,По виду комплекса ОКС,,
,,LCA,,,Кабельная линия связи с волоконно-оптическим кабелем,,Приказ Минстроя России от 10.07.2020 N 374/пр,,,
,,LCB,,,Комплекс объектов проводной связи,,Приказ Минстроя России от 10.07.2020 N 374/пр,,,
,,LCC,,,Комплекс объектов сетей проводного вещания,,Приказ Минстроя России от 10.07.2020 N 374/пр,,,
,,LCD,,,Телефонная (телеграфная) станция,,Приказ Минстроя России от 10.07.2020 N 374/пр,,,
,,LCE,,,Центр коммутации,,Приказ Минстроя России от 10.07.2020 N 374/пр,,,
M,,,,,"Комплексы ОКС административно-делового, государственного, муниципального и общественного управления",,Приказ Минстроя России от 10.07.2020 N 374/пр,По виду комплекса ОКС,,
,MA,,,,Комплексы ОКС административного управления и бытового обеспечения промышленных предприятий,,Приказ Минстроя России от 10.07.2020 N 374/пр,По виду комплекса ОКС,,
,,MAA,,,Комплекс объектов административно­-бытовой,,Приказ Минстроя России от 10.07.2020 N 374/пр,,,
,,MAB,,,Комплекс объектов административно-­охранный,,Приказ Минстроя России от 10.07.2020 N 374/пр,,,
,MB,,,,Комплексы ОКС бизнес управления,,Приказ Минстроя России от 10.07.2020 N 374/пр,По виду комплекса ОКС,,
,,MBA,,,Бизнес-центр,,Приказ Минстроя России от 10.07.2020 N 374/пр,,,
,,MBB,,,Логистический центр,,Приказ Минстроя России от 10.07.2020 N 374/пр,,,
,,MBC,,,Комплекс объектов финансово­кредитных (страховых) организаций,,Приказ Минстроя России от 10.07.2020 N 374/пр,,,
,MC,,,,Комплексы объектов государственного и муниципального управления общего и социально­экономического,,Приказ Минстроя России от 10.07.2020 N 374/пр,По виду комплекса ОКС,,
,,MCA,,,Комплекс объектов органов законодательной власти и органов местного самоуправления,,Приказ Минстроя России от 10.07.2020 N 374/пр,,,
,,MCB,,,Комплекс объектов органов исполнительной власти,,Приказ Минстроя России от 10.07.2020 N 374/пр,,,
,,MCC,,,Комплекс объектов представительств иностранных государств,,Приказ Минстроя России от 10.07.2020 N 374/пр,,,
,,MCD,,,Комплекс объектов представительств российской федерации за рубежом,,Приказ Минстроя России от 10.07.2020 N 374/пр,,,
N,,,,,"Комплексы ОКС для осуществления научных исследований, проектирования, изысканий",,Приказ Минстроя России от 10.07.2020 N 374/пр,По виду комплекса ОКС,,
,NA,,,,Комплексы объектов для осуществления фундаментальных научных исследований,,Приказ Минстроя России от 10.07.2020 N 374/пр,По виду комплекса ОКС,,
,,NAA,,,Комплекс объектов для осуществления научной деятельности в фундаментальных науках,,Приказ Минстроя России от 10.07.2020 N 374/пр,,,
,,NAB,,,Комплекс объектов экспериментальной базы фундаментальной науки,,Приказ Минстроя России от 10.07.2020 N 374/пр,,,
,NB,,,,"Комплексы объектов для проведения инженерных изысканий, проектирования",,Приказ Минстроя России от 10.07.2020 N 374/пр,По виду комплекса ОКС,,
,,NBA,,,Комплекс ОКС для осуществления изыскательской деятельности,,Приказ Минстроя России от 10.07.2020 N 374/пр,,,
,,NBB,,,Комплекс ОКС для осуществления проектной деятельности,,Приказ Минстроя России от 10.07.2020 N 374/пр,,,
,NC,,,,"Комплекс для проведения технических испытаний, прикладных исследований, анализа и сертификации",,Приказ Минстроя России от 10.07.2020 N 374/пр,По виду комплекса ОКС,,
,,NCA,,,"Комплекс объектов для осуществления анализа, сертификации, технических испытаний",,Приказ Минстроя России от 10.07.2020 N 374/пр,,,
,,NCB,,,Комплекс объектов для осуществления деятельности в сфере прикладных исследований,,Приказ Минстроя России от 10.07.2020 N 374/пр,,,
P,,,,,Комплексы ОКС обеспечения безопасности и правопорядка,,Приказ Минстроя России от 10.07.2020 N 374/пр,По виду комплекса ОКС,,
,PB,,,,Комплексы ОКС гражданской обороны и защиты населения,,Приказ Минстроя России от 10.07.2020 N 374/пр,По виду комплекса ОКС,,
,,PBA,,,Комплекс объектов гражданской обороны,,Приказ Минстроя России от 10.07.2020 N 374/пр,,,
,,PBB,,,Комплекс объектов защиты населения,,Приказ Минстроя России от 10.07.2020 N 374/пр,,,
,PC,,,,Комплексы ОКС для обеспечения безопасности и охраны правопорядка,,Приказ Минстроя России от 10.07.2020 N 374/пр,По виду комплекса ОКС,,
,,PCA,,,Комплекс объектов обустройства государственной границы,,Приказ Минстроя России от 10.07.2020 N 374/пр,,,
,,PCB,,,"Комплекс объектов органов власти, обеспечивающих безопасность и охрану правопорядка",,Приказ Минстроя России от 10.07.2020 N 374/пр,,,
,PD,,,,Комплексы ОКС для обеспечения ликвидации чрезвычайных ситуаций и стихийных бедствий,,Приказ Минстроя России от 10.07.2020 N 374/пр,По виду комплекса ОКС,,
,,PDA,,,Комплекс объектов для обеспечения ликвидации чрезвычайных ситуаций,,Приказ Минстроя России от 10.07.2020 N 374/пр,,,
,,PDB,,,Комплекс объектов пожарной охраны,,Приказ Минстроя России от 10.07.2020 N 374/пр,,,
,PE,,,,Комплексы ОКС органов юстиции и правосудия,,Приказ Минстроя России от 10.07.2020 N 374/пр,По виду комплекса ОКС,,
,,PEA,,,Комплекс объектов инфраструктуры уголовно-исполнительной системы,,Приказ Минстроя России от 10.07.2020 N 374/пр,,,
,,PEB,,,"Комплекс объектов судебных органов, прокуратуры, адвокатуры",,Приказ Минстроя России от 10.07.2020 N 374/пр,,,
Q,,,,,Комплексы ОКС образования,,Приказ Минстроя России от 10.07.2020 N 374/пр,По виду комплекса ОКС,,
,QA,,,,Комплексы объектов общего среднего и дошкольного образования,,Приказ Минстроя России от 10.07.2020 N 374/пр,По виду комплекса ОКС,,
,,QAA,,,Комплекс объектов дошкольного образования,,Приказ Минстроя России от 10.07.2020 N 374/пр,,,
,,QAB,,,Комплекс объектов среднего образования,,Приказ Минстроя России от 10.07.2020 N 374/пр,,,
,QB,,,,"Комплексы объектов среднего профессионального, высшего и дополнительного образования",,Приказ Минстроя России от 10.07.2020 N 374/пр,По виду комплекса ОКС,,
,,QBA,,,Комплекс объектов высшего образования,,Приказ Минстроя России от 10.07.2020 N 374/пр,,,
,,QBB,,,Комплекс объектов дополнительного образования,,Приказ Минстроя России от 10.07.2020 N 374/пр,,,
,,QBC,,,Комплекс объектов среднего профессионального образования,,Приказ Минстроя России от 10.07.2020 N 374/пр,,,
R,,,,,Комплексы ОКС здравоохранения,,Приказ Минстроя России от 10.07.2020 N 374/пр,По виду комплекса ОКС,,
,RA,,,,Комплексы ОКС лечебного обеспечения,,Приказ Минстроя России от 10.07.2020 N 374/пр,По виду комплекса ОКС,,
,,RAA,,,Больница общего профиля,"Медицинская организация, в которой, при стационаре круглосуточного пребывания интегрированы поликлинические, диагностические, лечебные, научные и просветительские функции (или часть их), а также связанные с ними функции обслуживания пациентов, посетителей и персонала.","Приказ Минстроя России от 10.07.2020 N 374/пр
СП 158.13330.2014",,,
,,RAB,,,Больница специализированная,"Медицинская организация, в которой, при стационаре круглосуточного пребывания интегрированы поликлинические, диагностические, лечебные, научные и просветительские функции (или часть их), а также связанные с ними функции обслуживания пациентов, посетителей и персонала.","Приказ Минстроя России от 10.07.2020 N 374/пр
СП 158.13330.2014",,,
,,RAC,,,Диагностическая организация,,Приказ Минстроя России от 10.07.2020 N 374/пр,,,
